Rank,College Name,Course,Alloted Category,Round,Year,College Category
31714,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,EZ,Round 3,2025,Private
31715,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,MU,Round 3,2024,Private
31716,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,DV,Round 3,2024,Private
31717,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SC,Round 3,2025,Private
31720,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SC,Round 3,2025,Private
31721,"KMD : KMCT Dental College, Mambatta, Mukkam, Kozhikode.",BDS,VK,Round 3,2024,Private
31725,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
31731,"KND- Government Dental College, Kannur.",BDS,ST,Round 3,2025,Government
31732,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,NR,Round 1,2025,Private
31736,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SM,Round 3,2024,Private
31742,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,MU,Round 3,2025,Private
31751,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Stray Round,2025,Private
31756,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,BH,Stray Round,2025,Private
31759,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,BH,Round 3,2025,Private
31762,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,SC,Round 3,2024,Private
31765,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
31770,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2025,Private
31775,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
31776,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 3,2025,Private
31786,"MLD : Malabar Dental College, Edappal.",BDS,EZ,Round 3,2024,Private
31788,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Round 2,2025,Private
31790,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
31790,"MED : MES Dental College, Perinthalmanna.",BDS,EW,Round 3,2025,Private
31791,"MLD : Malabar Dental College, Edappal.",BDS,MU,Round 3,2024,Private
31798,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
31803,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,EZ,Round 3,2025,Private
31805,"MBD : Mar Baselious Dental College, Kothamangalam.",BDS,NR,Round 3,2024,Private
31814,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 3,2024,Private
31815,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 3,2024,Private
31819,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
31819,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2025,Private
31827,"MLD : Malabar Dental College, Edappal.",BDS,MU,Round 3,2024,Private
31830,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,NR,Round 3,2024,Private
31831,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,NR,Round 3,2024,Private
31832,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 3,2024,Private
31833,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 2,2025,Private
31834,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,LA,Round 2,2025,Private
31835,"SMC : Dr. Somervell Memorial CSI Medical College, Karakonam.",MBBS,NC,Round 3,2025,Private
31847,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
31857,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,SC,Round 3,2024,Private
31866,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
31867,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2024,Private
31871,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 3,2024,Private
31875,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,NR,Round 3,2025,Private
31877,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,NR,Round 3,2025,Private
31878,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 3,2024,Private
31886,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,NR,Round 3,2025,Private
31889,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,EW,Round 3,2025,Private
31896,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,SC,Round 3,2024,Private
31906,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
31907,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SC,Round 3,2025,Private
31911,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
31919,"TRD- Travancore DentalCollege, Kollam.",BDS,MU,Round 3,2024,Private
31919,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,MU,Round 3,2025,Private
31920,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
31921,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 3,2024,Private
31925,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
31933,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 3,2024,Private
31937,"TCM : Govt. Medical College, Thrissur.",MBBS,PD,Round 3,2025,Government
31938,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,EW,Round 1,2024,Private
31950,"RDC : Royal Dental College, Chalisery, Palakkad.",BDS,MM,Round 3,2025,Private
31952,"MLD : Malabar Dental College, Edappal.",BDS,EZ,Round 3,2024,Private
31962,"ADC : Annoor Dental College, Puthuppady, Muvattupuzha.",BDS,MM,Round 3,2024,Private
31963,"RDC : Royal Dental College, Chalisery, Palakkad.",BDS,DV,Round 3,2025,Private
31971,"MLD : Malabar Dental College, Edappal.",BDS,SC,Round 3,2024,Private
31976,"MLD : Malabar Dental College, Edappal.",BDS,SC,Round 3,2024,Private
31981,"MED : MES Dental College, Perinthalmanna.",BDS,BX,Round 3,2024,Private
31984,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SM,Round 3,2024,Private
31984,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Round 3,2025,Private
31985,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
31986,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,LA,Round 3,2025,Private
31989,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2024,Private
31989,"RDC : Royal Dental College, Chalisery, Palakkad.",BDS,MM,Round 3,2025,Private
31991,"TRD- Travancore DentalCollege, Kollam.",BDS,SC,Round 3,2024,Private
31993,"TCM : Govt. Medical College, Thrissur.",MBBS,PD,Round 3,2024,Government
31996,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Stray Round,2025,Private
31997,"KKM : Govt. Medical College, Kozhikkode.",MBBS,PD,Round 3,2024,Government
32002,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2025,Private
32004,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SC,Stray Round,2025,Private
32013,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32022,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SM,Round 3,2024,Private
32025,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32031,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,LA,Round 3,2024,Private
32034,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,NR,Round 3,2025,Private
32040,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,SC,Round 3,2024,Private
32041,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32043,"TRD- Travancore DentalCollege, Kollam.",BDS,ST,Round 1,2024,Private
32043,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32048,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,NR,Round 3,2025,Private
32055,"TCM : Govt. Medical College, Thrissur.",MBBS,PD,Round 3,2024,Government
32056,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,VK,Round 3,2025,Private
32067,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,EZ,Round 2,2025,Private
32071,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,BH,Round 3,2024,Private
32075,"MLD : Malabar Dental College, Edappal.",BDS,SC,Round 3,2024,Private
32078,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
32078,"RDC : Royal Dental College, Chalisery, Palakkad.",BDS,EZ,Round 3,2025,Private
32084,"PMS : PMS College of Dental Sciences, Vattappara, TVPM.",BDS,ST,Round 2,2025,Private
32085,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,SC,Round 3,2024,Private
32085,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SC,Stray Round,2025,Private
32087,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32088,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2025,Private
32089,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
32089,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,NR,Round 3,2025,Private
32092,"KKM : Govt. Medical College, Kozhikkode.",MBBS,PD,Round 3,2024,Government
32093,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,EZ,Round 1,2024,Private
32095,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32096,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,LA,Round 2,2025,Private
32100,"KMD : KMCT Dental College, Mambatta, Mukkam, Kozhikode.",BDS,KN,Round 2,2024,Private
32101,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,NR,Round 3,2025,Private
32102,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32102,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32106,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32110,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MU,Round 3,2025,Private
32113,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,EZ,Round 2,2025,Private
32121,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32122,"MLD : Malabar Dental College, Edappal.",BDS,EW,Round 3,2024,Private
32124,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32125,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32133,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,SC,Round 3,2024,Private
32142,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32153,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32155,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MU,Round 3,2024,Private
32162,"MLD : Malabar Dental College, Edappal.",BDS,MU,Round 3,2025,Private
32164,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
32165,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SC,Round 3,2024,Private
32165,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,BH,Round 3,2025,Private
32166,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,LA,Round 3,2024,Private
32171,"MED : MES Dental College, Perinthalmanna.",BDS,LA,Round 3,2024,Private
32182,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2024,Private
32185,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32185,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32188,"ADC : Annoor Dental College, Puthuppady, Muvattupuzha.",BDS,MM,Round 3,2024,Private
32191,"MLD : Malabar Dental College, Edappal.",BDS,DV,Round 3,2024,Private
32196,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 3,2025,Private
32200,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 3,2024,Private
32202,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,BH,Round 2,2024,Private
32207,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32215,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,MU,Round 3,2024,Private
32219,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
32223,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 1,2025,Private
32224,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32229,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32231,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
32235,"MED : MES Dental College, Perinthalmanna.",BDS,BH,Round 3,2024,Private
32246,"RDC : Royal Dental College, Chalisery, Palakkad.",BDS,MU,Round 3,2024,Private
32249,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,MU,Round 3,2025,Private
32256,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
32259,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32266,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,SC,Round 3,2024,Private
32272,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
32274,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2024,Private
32275,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,NR,Round 3,2025,Private
32278,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32279,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32284,"PMD : Pushpagiri College of Dental Science, Thiruvalla",BDS,NR,Round 3,2024,Private
32284,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32288,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 3,2024,Private
32289,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,SC,Round 3,2024,Private
32289,"KEM : Kerala Medical College, Palakkad",MBBS,NR,Round 3,2025,Private
32302,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32308,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Round 2,2025,Private
32314,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,EW,Round 1,2024,Private
32320,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32331,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32332,"MLD : Malabar Dental College, Edappal.",BDS,SC,Round 3,2024,Private
32332,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,MU,Round 3,2025,Private
32333,"TRD- Travancore DentalCollege, Kollam.",BDS,EZ,Round 2,2024,Private
32336,"PMS : PMS College of Dental Sciences, Vattappara, TVPM.",BDS,MM,Round 3,2024,Private
32344,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
32347,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,MU,Round 2,2025,Private
32350,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 1,2024,Private
32355,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
32355,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2025,Private
32356,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 2,2024,Private
32365,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 1,2024,Private
32380,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,VK,Round 3,2025,Private
32382,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
32388,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Round 3,2025,Private
32389,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32396,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
32398,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32399,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32401,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2024,Private
32401,"AZC : Azeezia Institute of Medi. Science, Meyyannoor, Kollam",MBBS,NM,Round 3,2025,Private
32406,"KCM : KMCT Medical College, Mukkom, Kozikkode.",MBBS,NR,Round 3,2025,Private
32413,"SGD : St. Gregorios Dental College, Chelad, Kothamangalam.",BDS,ST,Round 3,2024,Private
32416,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 3,2025,Private
32420,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32421,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
32423,"AAM : Al Azhar Medical college, Thodupuzha.",MBBS,NR,Round 1,2025,Private
32424,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
32433,"TCD : Govt. Dental College, Thrissur.",BDS,ST,Round 3,2025,Government
32443,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2025,Private
32444,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
32448,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,VK,Round 1,2024,Private
32451,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 1,2025,Private
32457,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
32465,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,NR,Round 3,2025,Private
32478,"RDC : Royal Dental College, Chalisery, Palakkad.",BDS,MM,Round 3,2025,Private
32482,"ALD : Government Dental College, Alappuzha.",BDS,ST,Round 3,2025,Government
32485,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
32492,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
32493,"KMM : Karuna Medical College, Vilayodi, Palakkad.",MBBS,NR,Round 3,2024,Private
32494,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2025,Private
32495,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MU,Round 3,2024,Private
32500,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32506,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
32511,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32513,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,MU,Round 3,2024,Private
32515,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,NM,Round 3,2025,Private
32519,"MZM : Mount Zion Medical College, Pathanamthitta.",MBBS,NR,Round 3,2025,Private
32531,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32537,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,EZ,Round 3,2024,Private
32539,"SIM : Sree Narayana Institute of Medical Sciences, Ernakulam.",MBBS,NR,Round 3,2025,Private
32544,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MU,Round 3,2024,Private
32544,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32545,"RDC : Royal Dental College, Chalisery, Palakkad.",BDS,BH,Round 3,2024,Private
32545,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,VK,Round 2,2025,Private
32549,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32553,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32557,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
32567,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,ST,Round 3,2025,Private
32569,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,KU,Round 2,2024,Private
32575,"MLD : Malabar Dental College, Edappal.",BDS,BH,Round 3,2025,Private
32595,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
32601,"AAD : Al-Azhar Dental College, Thodupuzha.",BDS,MU,Round 2,2024,Private
32602,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,MM,Round 3,2024,Private
32604,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MU,Round 3,2024,Private
32608,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
32625,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,BX,Round 3,2025,Private
32633,"CDC : Century International Inst. for Dental Sciences, Kasaragod.",BDS,SM,Round 3,2024,Private
32645,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Stray Round,2025,Private
32652,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,SC,Round 3,2024,Private
32656,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,SC,Round 3,2024,Private
32656,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32658,"MED : MES Dental College, Perinthalmanna.",BDS,BH,Round 3,2024,Private
32661,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32664,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,MU,Round 3,2025,Private
32665,"MLD : Malabar Dental College, Edappal.",BDS,MU,Round 3,2025,Private
32666,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,EZ,Round 3,2025,Private
32697,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
32697,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,EZ,Round 2,2025,Private
32699,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2024,Private
32702,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2025,Private
32708,"MMH : Malabar Medical College Hospital, Kozhikkode",MBBS,NR,Round 3,2025,Private
32711,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Round 2,2025,Private
32719,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,MU,Round 3,2025,Private
32725,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,NM,Round 3,2025,Private
32745,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,EZ,Round 3,2024,Private
32752,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
32759,"MBD : Mar Baselious Dental College, Kothamangalam.",BDS,NR,Round 3,2025,Private
32762,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,EZ,Round 2,2025,Private
32769,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
32771,"MLD : Malabar Dental College, Edappal.",BDS,EW,Round 3,2025,Private
32787,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
32790,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,BH,Round 3,2025,Private
32799,"SUC : SUT Accademy of Medical Sciences , Thiruvananthapuram.",MBBS,NR,Round 3,2025,Private
32806,"AZD : Azeezia College of Dental Science, Meyyannoor, Kollam.",BDS,EZ,Round 3,2024,Private
32806,"MLD : Malabar Dental College, Edappal.",BDS,KN,Round 2,2025,Private
32808,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
32815,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,BH,Round 3,2025,Private
32817,"KDM : P K Das Institute of Medical Sciences, Ottapalam.",MBBS,NR,Round 3,2025,Private
32820,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,MU,Round 3,2025,Private
32825,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,SM,Round 3,2024,Private
32843,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Round 3,2024,Private
32845,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 3,2024,Private
32847,"PMS : PMS College of Dental Sciences, Vattappara, TVPM.",BDS,MM,Round 3,2024,Private
32852,"NID : Noorul Islam College of Dental Science, Neyyattinkara.",BDS,MU,Round 3,2024,Private
32857,"PIM : Palakkad Institute of Medical Sciences, Walayar",MBBS,NR,Round 1,2025,Private
32860,"TRM : Travancore Medical College, Umayanalloor, Kollam.",MBBS,NM,Round 3,2025,Private
32864,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SC,Round 3,2025,Private
32871,"PSD : PSM College of Dental Sciences, Thrissur.",BDS,BH,Round 3,2025,Private
32876,"MLD : Malabar Dental College, Edappal.",BDS,BH,Round 3,2024,Private
32878,"AID : Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode.",BDS,SM,Round 3,2024,Private
32879,"MLD : Malabar Dental College, Edappal.",BDS,KN,Round 3,2025,Private
32882,"KAD : Kannur Dental College, Anjarakandy, Kannur.",BDS,MM,Round 3,2024,Private
32884,"TCM : Govt. Medical College, Thrissur.",MBBS,PD,Round 3,2025,Government
32889,"IGD : Indira Gandhi Institute of Dental Sciences, Kothamangalam",BDS,DV,Round 3,2025,Private
32897,"TRD- Travancore DentalCollege, Kollam.",BDS,MM,Stray Round,2025,Private
32900,"MLD : Malabar Dental College, Edappal.",BDS,EZ,Round 3,2024,Private
32900,"SVD : Sri. Sankara Dental College, Akathumuri, Varkala.",BDS,SM,Stray Round,2025,Private
32906,"EID : Educare Institute of Dental Sciences, Malappuram.",BDS,MM,Round 3,2024,Private
32907,"MLD : Malabar Dental College, Edappal.",BDS,MU,Round 3,2025,Private
